STUDYPROGRAMSYSTEM	ACADYEAR	SEMESTER	COURSECODE	SECTION	NAMEENGLISHABBR	INSTRUCTORS	AVG_GPA
S	2014	1	2103477	1	DES INDUS PIPING	CVP	3.00
S	2014	1	2103479	1	AUTO MANU	NNW	3.94
S	2014	2	2103481	1	AUTOMOTIVE ENG		3.21
S	2014	1	2103483	1	AUTOMOTIVE SYS DES	NNW	3.36
S	2014	1	2103483	2	AUTOMOTIVE SYS DES	SCW	3.07
S	2014	1	2103483	3	AUTOMOTIVE SYS DES	TSN	3.14
S	2014	1	2103491	1	ROL STK ENG	NNW	4.00
S	2014	1	2103495	1	ADV TOP MECH I	STAFF	4.00
S	2014	2	2103496	1	ADV TOP MECH II	CHT	4.00
S	2014	2	2103496	2	ADV TOP MECH II	PTP,JVS	3.69
S	2014	2	2103499	1	MECH ENG PROJECT	STAFF	3.95
S	2014	2	2103499	2	MECH ENG PROJECT	STAFF	3.93
S	2014	2	2103499	3	MECH ENG PROJECT	STAFF	3.92
S	2014	2	2103499	4	MECH ENG PROJECT	STAFF	3.65
S	2014	2	2103510	1	MECH COMPOSITE MTL		3.21
S	2014	1	2103530	1	INDUST ROBOTS I	PPT	3.50
S	2014	1	2103532	2	CAD/CAM	VSB	3.12
S	2014	2	2103535	1	MECHATRONICS	RCR	3.59
S	2014	1	2103540	1	FAILURE ANAL NDT	CKK,KBK	3.65
S	2014	2	2103541	1	VIBRAT MONI ANAL	SCP	3.79
S	2014	1	2103552	1	INTR COMP FLUID	BLN	3.50
S	2014	1	2103555	1	ENGINE EMIS & CONT	KWC	3.92
S	2014	2	2103556	1	FUND ENG FUEL CTRL	STAFF	4.00
S	2014	2	2103558	1	MAN INDUCT SYS DES		4.00
S	2014	2	2103560	1	GAS TURBINE PERF	CVP	2.50
S	2014	1	2103566	1	COMPRES FLUID DYN	ABJ	3.75
S	2014	2	2103567	1	TURB SHEAR FLOWS	ABJ	3.44
S	2014	1	2103570	1	MICRO FAB TECH	WSN	4.00
S	2014	2	2103571	1	MEMS NEMS		3.98
S	2014	1	2103601	1	ADV ENGR MATH	SPT,ABJ	3.35
S	2014	2	2103602	1	MEAS AND INSTR	TJW,WYC	3.29
S	2014	1	2103603	1	MATH CONTROL ENG	VSB	3.28
S	2014	1	2103604	1	ADV NUMER MTD	PDP	3.33
S	2014	1	2103612	1	ELASTICITY	PSG	3.45
S	2014	1	2103614	1	CONT MECH	KMN	3.75
S	2014	1	2103615	1	MECH VIBRATION	TJW,WYC	3.50
S	2014	1	2103616	1	OPT DESIGN OF MECH	KBK	3.75
S	2014	2	2103617	1	ADVANCED DYNAMICS		3.50
S	2014	2	2103625	1	ADV FIN ELE MTD		3.41
S	2014	2	2103626	1	THERMAL STRE ANAL		3.63
S	2014	2	2103630	1	INDUST ROBOTS II		4.00
S	2014	1	2103631	1	CTRL DYN SYS	VSB	3.50
S	2014	2	2103634	1	DYN SYS MOD SIM	VSB	4.00
S	2014	2	2103650	1	ADV ENGR THERMO	CTT	3.55
S	2014	1	2103651	1	ADV FLUID MECH	SCP	4.00
S	2014	2	2103653	1	FLD DYN WIND TUR	SCP	3.83
S	2014	1	2103654	1	COND HEAT TRAN	SPT	4.00
S	2014	1	2103655	1	CONV HEAT TRAN	PCK	3.55
S	2014	2	2103656	1	RAD HEAT TRAN	PCK	4.00
S	2014	2	2103658	1	ADV INT COMB ENGIN		3.50
S	2014	2	2103659	1	UTIL ALTER FUELS		3.50
S	2014	2	2103663	1	ADV REFIN AIR COND	TMW,STAFF	3.68
S	2014	1	2103664	1	DESIGN OF THER SYS	CVP	3.62
S	2014	2	2103665	1	ADVANCED CFD	SPT	3.50
S	2014	1	2103666	1	FEM CFD	PDP	3.50
S	2014	1	2103701	2	SEL TOP MECH ENG	KWC	4.00
S	2014	2	2103701	1	SEL TOP MECH ENG	SCW,NNW	3.79
S	2014	2	2104131	1	GO		3.75
S	2014	2	2104131	1	GO	PLK	3.75
S	2014	1	2104203	1	ENG MANAGEMENT	STAFF	2.85
S	2014	1	2104221	1	MFG PROC	SPJ,STC,SPP	3.14
S	2014	1	2104223	1	ENG STAT I	NRR	3.06
S	2014	2	2104223	1	ENG STAT I		2.41
S	2014	1	2104225	1	ENG ECON	DSV	1.00
S	2014	2	2104225	1	ENG ECON		3.01
S	2014	2	2104227	1	AUTOMATION	PLK	4.00
S	2014	1	2104251	1	INTRO MFG SYS	SPC	2.83
S	2014	1	2104251	2	INTRO MFG SYS	SPC	3.20
S	2014	2	2104252	1	OPN MGT		2.98
S	2014	2	2104252	2	OPN MGT		3.04
S	2014	1	2104253	1	ENG STAT I	ASC	3.16
S	2014	1	2104253	2	ENG STAT I	WTP	3.22
S	2014	2	2104254	1	ENG STAT II		2.69
S	2014	2	2104254	2	ENG STAT II		2.48
S	2014	1	2104255	1	APP DEV IE	PLK	3.21
S	2014	1	2104255	2	APP DEV IE	PLK	3.16
S	2014	2	2104256	1	QUAL MGT		2.99
S	2014	2	2104257	1	MFR PROC		2.86
S	2014	2	2104258	1	MFR PROC LAB		3.92
S	2014	2	2104258	2	MFR PROC LAB		3.89
S	2014	2	2104259	1	OPN RES		3.01
S	2014	2	2104259	2	OPN RES		2.86
S	2014	1	2104351	1	WORK DESIGN	SPJ,WCW,HLW	3.20
S	2014	1	2104351	2	WORK DESIGN	SPJ,WCW,HLW	3.25
S	2014	2	2104352	1	FACILITY DESIGN		2.74
S	2014	2	2104352	2	FACILITY DESIGN		3.16
S	2014	1	2104353	1	ENG ECON	DSV	3.16
S	2014	1	2104353	2	ENG ECON	DSV	2.86
S	2014	1	2104353	3	ENG ECON	PCV	2.91
S	2014	2	2104354	1	COST ANAL/BDGT		3.09
S	2014	1	2104355	1	COMP/IT IE	PST	3.29
S	2014	1	2104355	1	COMP/IT IE	PLK	3.29
S	2014	1	2104355	2	COMP/IT IE	PLK	3.40
S	2014	1	2104356	1	QUALITY CONTROL	NRR,NTT	3.33
S	2014	1	2104357	1	ENG EXP DES	SSV	2.81
S	2014	1	2104357	2	ENG EXP DES	SSV	2.82
S	2014	2	2104358	1	SAFETY ENG		2.98
S	2014	2	2104359	1	SIM PROG		3.17
S	2014	2	2104359	2	SIM PROG		2.76
S	2014	1	2104414	1	CNC TURN TECH	STJ	3.86
S	2014	2	2104415	1	CNC MACH TECH	STJ	4.00
S	2014	2	2104424	1	APPLIED ERGONOMICS		4.00
S	2014	2	2104424	1	APPLIED ERGONOMICS	PLD,HLW	4.00
S	2014	2	2104425	1	MAINT ENG		2.79
S	2014	2	2104425	3	MAINT ENG		2.82
I	2014	2	2104441	1	SUPP CHAIN MGT	OKC	3.73
S	2014	1	2104456	1	ERGONOMICS	HLW	4.00
S	2014	2	2104456	1	ERGONOMICS	PLD,HLW	3.79
S	2014	1	2104459	1	VALUE ENGINEERING	JRK,SPJ	3.22
S	2014	1	2104463	1	PROJ FEAS STUDY	PAK,WCW	3.80
S	2014	2	2104463	1	PROJ FEAS STUDY		4.00
S	2014	1	2104491	1	IE PRE-PROJ	STAFF	3.92
S	2014	2	2104491	1	IE PRE-PROJ		3.00
S	2014	1	2104493	1	SPEC PROB IE III	OKC	4.00
S	2014	1	2104493	2	SPEC PROB IE III	PST	4.00
S	2014	2	2104493	1	SPEC PROB IE III	HLW	3.71
S	2014	2	2104493	1	SPEC PROB IE III		3.71
S	2014	1	2104494	1	ADV TOP IE III	SPC	3.92
S	2014	1	2104495	1	ADV TOP IN IE I	BTP	3.78
S	2014	1	2104495	2	ADV TOP IN IE I	BTP	3.74
S	2014	2	2104495	2	ADV TOP IN IE I		3.95
S	2014	1	2104499	1	IND ENG PROJECT	STAFF	3.75
S	2014	2	2104499	1	IND ENG PROJECT		3.87
S	2014	1	2104505	1	MACHINE APPRAISAL	JRK	3.82
S	2014	2	2104505	1	MACHINE APPRAISAL	JRK	3.00
S	2014	2	2104507	1	LOG SCM		3.89
S	2014	2	2104507	9	LOG SCM		3.32
S	2014	1	2104508	1	ENG DES ANAL EXP	JRK,PCT	4.00
S	2014	1	2104508	9	ENG DES ANAL EXP	JRK,PCT	3.64
S	2014	1	2104509	1	WHS WHSG MGT	OKC	3.84
S	2014	2	2104512	1	PROMIS	PLK,OKC	3.89
S	2014	2	2104513	1	IE INTEGRATION		4.00
S	2014	2	2104513	1	IE INTEGRATION	PCV	4.00
S	2014	1	2104515	1	RESPONSIBLE CARE	JRK	3.72
S	2014	2	2104516	1	QUAL IMPR		3.85
S	2014	2	2104516	9	QUAL IMPR		3.67
S	2014	2	2104520	1	VISUAL FACTORY		4.00
S	2014	2	2104521	1	COMP PROG IE	PLK	3.63
S	2014	1	2104523	1	INTRO STOCH MODELS	NPS	3.67
S	2014	1	2104524	1	PROD SERV MGT	WCW	3.70
S	2014	1	2104524	9	PROD SERV MGT	WCW	3.22
S	2014	2	2104525	1	WORK PROC DES IPV		3.75
S	2014	2	2104525	9	WORK PROC DES IPV		3.66
S	2014	2	2104528	1	APP WORK ANAL		4.00
S	2014	2	2104555	1	SYSTEM SAFETY		3.71
S	2014	1	2104559	1	RISK MGT INDUS	PAK	3.91
S	2014	1	2104559	9	RISK MGT INDUS	PAK	3.93
S	2014	2	2104559	1	RISK MGT INDUS		4.00
S	2014	1	2104601	1	ENG ECON ANALYSIS	PAK	3.71
S	2014	2	2104601	9	ENG ECON ANALYSIS		3.71
S	2014	2	2104604	1	ADV QUAL MGT		3.50
S	2014	2	2104604	9	ADV QUAL MGT		3.70
S	2014	1	2104606	1	ADV IND ORG/MGT	STAFF	3.52
S	2014	1	2104606	9	ADV IND ORG/MGT	STAFF	3.67
S	2014	2	2104611	1	INV ANALYSIS		3.50
S	2014	1	2104612	1	COMP SIM TECH	PCT,WTP	3.79
S	2014	1	2104612	9	COMP SIM TECH	PCT,PST	3.75
S	2014	2	2104613	1	PRIN OF OPTIMIZE		3.50
S	2014	2	2104613	9	PRIN OF OPTIMIZE		2.94
S	2014	1	2104616	9	ACTIVITY SCHED	PCT	3.79
S	2014	2	2104616	1	ACTIVITY SCHED		3.65
S	2014	1	2104617	1	IND SCH	PCT	4.00
S	2014	2	2104625	1	COM STAT DATA ANAL		4.00
S	2014	1	2104627	1	PROD&PRODT DESIGN	SPJ	4.00
S	2014	1	2104642	1	DEC SUP SYS	JRK	4.00
S	2014	1	2104645	1	APP BIOMECH	PLD	4.00
S	2014	1	2104645	9	APP BIOMECH	PLD	3.89
S	2014	2	2104646	1	WORK PHYSIOLOGY		3.67
S	2014	2	2104646	1	WORK PHYSIOLOGY	PLD,HLW	3.67
S	2014	2	2104646	9	WORK PHYSIOLOGY		3.94
S	2014	2	2104647	1	HAZ MAT/FIRE PROT		3.83
S	2014	2	2104647	9	HAZ MAT/FIRE PROT		4.00
S	2014	2	2104648	9	STRATEGIC PLAN ENG		3.88
S	2014	2	2104650	1	PROJ MGT CPT		3.75
S	2014	2	2104650	9	PROJ MGT CPT		3.61
S	2014	2	2104671	1	ADV WORK DES	JRK	4.00
S	2014	1	2104684	1	TECH INNO MGT	NTT	3.83
S	2014	1	2104684	9	TECH INNO MGT	NTT	3.75
S	2014	1	2104690	1	QUAN DATA ANAL IE	ASC	3.18
S	2014	1	2104690	9	QUAN DATA ANAL IE	ASC	2.20
S	2014	1	2104711	1	ADV MANU ENG	STC,SPJ	3.50
S	2014	1	2104711	9	ADV MANU ENG	STC,SPJ	3.90
S	2014	1	2105220	1	CHE CHEM	NTN,SRD,SDK	3.58
S	2014	1	2105220	2	CHE CHEM	NTN,SRD,SDK	3.77
S	2014	1	2105221	1	CHE CHEM LAB	NTN,SRD,SDK	3.83
S	2014	1	2105221	2	CHE CHEM LAB	NTN,SRD,SDK	3.79
S	2014	1	2105221	3	CHE CHEM LAB	NTN,SRD,SDK	3.86
S	2014	1	2105222	1	CHE THERMO I	STAFF	2.20
S	2014	1	2105222	2	CHE THERMO I	STAFF	2.36
S	2014	1	2105222	3	CHE THERMO I	STAFF	2.26
S	2014	2	2105223	1	CHE THERMO II		2.67
S	2014	2	2105223	2	CHE THERMO II		2.29
S	2014	2	2105230	1	CHE MATH I		3.06
S	2014	2	2105230	2	CHE MATH I		2.77
S	2014	2	2105251	1	UNIT OP I		2.21
S	2014	2	2105251	2	UNIT OP I		2.46
S	2014	1	2105261	1	CHEM PROD IND	STAFF	3.27
S	2014	1	2105261	2	CHEM PROD IND	STAFF	2.99
S	2014	2	2105262	1	CHE PRIN		2.58
S	2014	2	2105262	2	CHE PRIN		2.82
S	2014	1	2105331	1	CHE MATH II	STAFF	3.45
S	2014	1	2105331	2	CHE MATH II	STAFF	3.63
S	2014	1	2105332	1	CHE STAT	STAFF	2.75
S	2014	1	2105332	2	CHE STAT	STAFF	2.83
S	2014	2	2105333	1	TRANS PHENO		3.09
S	2014	2	2105333	2	TRANS PHENO		3.00
S	2014	2	2105333	3	TRANS PHENO		2.90
S	2014	1	2105352	1	UNIT OP II	STAFF	2.59
S	2014	1	2105352	2	UNIT OP II	STAFF	2.69
S	2014	2	2105353	1	UNIT OP III		2.87
S	2014	2	2105353	2	UNIT OP III		2.87
S	2014	1	2105356	1	UNIT OP LAB I	STAFF	3.88
S	2014	1	2105356	2	UNIT OP LAB I	STAFF	3.90
S	2014	1	2105356	3	UNIT OP LAB I	STAFF	3.95
S	2014	1	2105356	4	UNIT OP LAB I	STAFF	3.81
S	2014	1	2105356	5	UNIT OP LAB I	STAFF	3.95
S	2014	1	2105356	6	UNIT OP LAB I	STAFF	3.80
S	2014	1	2105356	7	UNIT OP LAB I	STAFF	3.75
S	2014	2	2105357	1	UNIT OP LAB II		3.27
S	2014	2	2105357	2	UNIT OP LAB II		3.18
S	2014	2	2105357	3	UNIT OP LAB II		3.55
S	2014	2	2105357	4	UNIT OP LAB II		3.86
S	2014	2	2105357	5	UNIT OP LAB II		3.44
S	2014	2	2105357	6	UNIT OP LAB II		3.00
S	2014	2	2105357	7	UNIT OP LAB II		3.65
S	2014	2	2105357	8	UNIT OP LAB II		3.44
S	2014	2	2105362	2	CHEM PROC ECON AMT		3.01
S	2014	2	2105362	3	CHEM PROC ECON AMT		3.39
S	2014	1	2105373	1	CHEM ENG KIN REACT	AKS,PPS	2.48
S	2014	1	2105373	2	CHEM ENG KIN REACT	SAS,BJJ	3.15
S	2014	1	2105373	3	CHEM ENG KIN REACT	SPS,SPN	2.80
S	2014	1	2105385	1	RECY AGRI WASTE	NTN	4.00
S	2014	2	2105445	1	CAT REACT ENG FUND		3.86
S	2014	2	2105452	1	FERMENT PROCESSES		3.97
S	2014	1	2105458	1	UNIT OP LAB III	STAFF	3.83
S	2014	1	2105458	2	UNIT OP LAB III	STAFF	3.75
S	2014	1	2105458	3	UNIT OP LAB III	STAFF	3.90
S	2014	1	2105458	4	UNIT OP LAB III	STAFF	3.85
S	2014	1	2105458	5	UNIT OP LAB III	STAFF	3.95
S	2014	1	2105458	6	UNIT OP LAB III	STAFF	3.86
S	2014	1	2105458	7	UNIT OP LAB III	STAFF	3.83
S	2014	1	2105463	1	CHE PROC	DCS,SKP,KNT	3.18
S	2014	1	2105463	2	CHE PROC	DCS,SKP,KNT	2.88
S	2014	1	2105464	1	CHEM PROC DSGN	STAFF	3.09
S	2014	1	2105464	2	CHEM PROC DSGN	STAFF	3.04
S	2014	2	2105465	1	CHEM PLANT DSGN		3.43
S	2014	2	2105465	2	CHEM PLANT DSGN		3.31
S	2014	2	2105466	1	NAT GAS/OIL COND		3.56
S	2014	1	2105472	1	PROC DYN CONTROL	MWS,AAN	2.45
S	2014	1	2105472	2	PROC DYN CONTROL	PKS,SKH	2.73
S	2014	3	2105472	1	PROC DYN CONTROL	PKS	3.20
S	2014	2	2105473	2	CHEM ENG PLNT DSGN		4.00
S	2014	1	2105478	1	PETROCHEM ENG PROC	JTN	4.00
S	2014	1	2105479	1	POLYMER ENG	SRD	4.00
S	2014	1	2105480	1	SAFETY CHEM OPER	STAFF	3.11
S	2014	1	2105480	2	SAFETY CHEM OPER	STAFF	3.26
S	2014	2	2105482	1	ENV CHEM ENG		3.19
S	2014	2	2105482	2	ENV CHEM ENG		3.24
S	2014	2	2105488	1	NANOTECH ENG		3.69
S	2014	1	2105491	1	CHE PROJ I	STY	3.92
S	2014	2	2105492	1	CHE PROJ II	STAFF	3.99
S	2014	2	2105499	1	CHEM ENG PROJECT	STAFF	4.00
S	2014	2	2105526	1	TPM CHEM PROC IND		3.88
S	2014	2	2105599	1	BAT CHEM PROC		3.83
S	2014	2	2105601	1	ADV MATH FOR CHE		3.67
S	2014	2	2105601	9	ADV MATH FOR CHE	PKS	3.07
S	2014	1	2105602	1	ADV TRANS PHENOM	PPT,VTP	2.44
S	2014	1	2105602	2	ADV TRANS PHENOM	DCS,VPJ	2.42
S	2014	1	2105602	9	ADV TRANS PHENOM	VPJ,VTP	1.79
S	2014	1	2105603	1	ADV CHE THERMO	TCP	3.41
S	2014	1	2105603	3	ADV CHE THERMO	SKH	3.26
S	2014	1	2105603	9	ADV CHE THERMO	TCP	2.62
S	2014	1	2105604	1	ADV CHE KINETICS	JTN,AKS	2.79
S	2014	1	2105604	2	ADV CHE KINETICS	JTN,MPS	2.86
S	2014	1	2105604	9	ADV CHE KINETICS	JTN,MPS	2.65
S	2014	2	2105607	1	CHEM PROC SCL UP		3.79
S	2014	1	2105609	1	ADV PARTICLE TECH	TCP,AST	3.80
S	2014	2	2105610	1	MEMBRANE TECH		3.88
S	2014	2	2105610	9	MEMBRANE TECH		3.40
S	2014	2	2105612	1	CHEM PROC PROD DEV		3.61
S	2014	2	2105617	1	RES METH STAT ANAL		3.28
S	2014	2	2105618	1	CHAR INSTR ANAL		3.73
S	2014	2	2105618	3	CHAR INSTR ANAL		3.87
S	2014	1	2105619	1	ADV AUTO PROC CON	PKS,AAN	3.28
S	2014	2	2105622	1	CHEM PROC SIM OPT		3.75
S	2014	2	2105622	9	CHEM PROC SIM OPT	SKH,AAN	3.60
S	2014	2	2105631	1	ADV CAT POLYMERS		3.92
S	2014	2	2105632	1	PETROCHEM TECH		3.98
S	2014	1	2105634	1	CATALYSIS	JPN	3.94
S	2014	1	2105636	1	HETERO CATALYSIS	BJJ	3.80
S	2014	2	2105637	1	DSGN IND CATALYSTS		3.93
S	2014	1	2105638	1	ADV POLYMER ENG	SRD,SDK	3.71
S	2014	1	2105641	1	BIODE MAT ENG	SDK,SKP	3.93
S	2014	2	2105649	1	POLYM BLEND COMPST		4.00
S	2014	2	2105650	1	BIOCHEM ENG		3.63
S	2014	2	2105659	1	BIOSEPARATION TECH	ASP	4.00
S	2014	2	2105676	1	INSTR CHEM PROC		3.74
S	2014	1	2105679	1	BIOACT COMP	CSK	3.94
S	2014	2	2105681	1	CAT DEACTIVATION		3.90
S	2014	1	2105683	9	BIOENERGY TECH	MPS,BJJ	3.74
S	2014	2	2105684	1	CHEM ANAL CTRL I	CSK	3.96
S	2014	2	2105684	9	CHEM ANAL CTRL I		3.94
S	2014	1	2106208	1	CHEM MAT	DWD	3.69
S	2014	1	2106209	1	CHEM MAT LAB	DWD	3.83
S	2014	1	2106222	1	FUND GE	PMN	3.37
S	2014	1	2106251	1	GENERAL GEOLOGY	SPJ	3.99
S	2014	1	2106251	1	GENERAL GEOLOGY	SPV	3.99
S	2014	2	2106251	1	GENERAL GEOLOGY		3.61
S	2014	2	2106252	1	MINERALS/ROCKS	SPV	4.00
S	2014	1	2106261	1	PETROLEUM GEOLOGY	SPV	4.00
S	2014	1	2106263	1	FUND PE	SPP	3.69
S	2014	2	2106265	1	ROCK/FLUID PROP	FSC,KMI	3.93
S	2014	1	2106296	1	ENGINEER GEOLOGY	PLB	2.78
S	2014	1	2106315	1	MIN ENG LAB	PLB	3.71
S	2014	1	2106316	1	SUR MIN	SPP	3.42
S	2014	2	2106331	1	MINERAL PROC ENG	PMN	3.89
S	2014	2	2106332	1	RES PROC LAB I	SSS	4.00
S	2014	1	2106333	1	RES PROC LAB II	SSS	3.38
S	2014	2	2106361	1	WELL LOGGING	FSC	3.69
S	2014	1	2106362	1	DRILLING ENG	JCR	3.26
S	2014	1	2106367	1	RESERVOIR ENG I	KMI	3.79
S	2014	2	2106368	1	RESERVIOR ENG II	SAG	3.74
S	2014	2	2106369	1	PROD TECH	JCR,FSC	3.57
S	2014	2	2106412	1	RES ECON MGT	TBM	3.38
S	2014	2	2106413	1	RES ENV POLL PRVNT	DWD	3.23
S	2014	1	2106415	1	RES RECOV RECYCL	SSS	3.90
S	2014	2	2106415	1	RES RECOV RECYCL	SSS	3.64
S	2014	1	2106432	1	SEPARATION TECH	CLP,SSS,STAFF	3.13
S	2014	2	2106436	1	GEOTECHNIQUES	PLB	3.18
S	2014	2	2106442	1	GEOTECH LAB	SPJ	3.92
S	2014	1	2106443	1	ROCK ENG	PLB	1.54
S	2014	2	2106443	2	ROCK ENG		2.00
S	2014	1	2106444	1	ENG EXP ROCK BLAST	SPP	3.92
S	2014	2	2106445	1	UNDERGROUND MIN	PLB	3.33
S	2014	2	2106446	1	MIN PLAN DSGN	STAFF	3.38
S	2014	2	2106461	1	PROC ENG	KMI	3.88
S	2014	1	2106464	1	PRODUCTION ENG	SAG	3.79
S	2014	1	2106465	1	PETROL ECONOMICS	STAFF	3.80
S	2014	1	2106466	1	IOR	FSC	3.75
S	2014	1	2106471	1	PETROLEUM ENG LAB	JCR,FSC	3.92
S	2014	1	2106471	2	PETROLEUM ENG LAB	JCR,FSC	3.44
S	2014	1	2106472	1	WELL DES IGN/PLAN	JCR	3.71
S	2014	2	2106473	1	RESERVOIR MGT	SAG	4.00
S	2014	2	2106474	1	PETRO RES DEV	JCR	3.50
S	2014	1	2106477	1	SPEC PRO PETROL I	KMI	4.00
S	2014	2	2106479	1	PETROLEUM PROJECT	STAFF	3.89
S	2014	2	2106482	1	ADV TOP RES ENG II	SSS	3.50
S	2014	2	2106488	1	PRAC ED RES ENG		4.00
S	2014	1	2106489	1	GEO-RES ENG PROJ	SPJ	3.92
S	2014	1	2106496	1	ADV TOP IN MIN II	SSS	3.50
S	2014	1	2106508	1	RES ENVI POLL	QLP	3.17
S	2014	1	2106509	1	RES PROC TECH UTIL	PMN	3.62
S	2014	1	2106510	1	MATERIALS HANDLING	PMN	3.50
S	2014	1	2106511	1	PHYSICAL PROC SEP	PMN	3.07
S	2014	2	2106522	1	MAT CHARACTER	SPV	4.00
S	2014	1	2106530	1	GEOSTATISTICS	SPJ	3.56
S	2014	1	2106537	1	APP GEOTECH	PLB	3.25
S	2014	2	2106538	1	NUM GEORESOURCES	PLB	4.00
S	2014	2	2106616	1	RES MGT PRINC		3.42
S	2014	1	2106621	1	RES RECYCLING	QLP,SSS	3.31
S	2014	1	2106637	1	QUARRY TECHNOLOGY	PMN	3.63
S	2014	2	2106642	1	RES ECON	TBM	3.38
S	2014	2	2106651	1	ADV RES ENG	SAG	3.60
S	2014	1	2106652	1	RESERVOIR SIM	JCR	3.94
S	2014	1	2106667	1	PROD SYS ANAL	SAG	3.75
S	2014	2	2106668	1	ADV DRILL ENG	JCR,FSC	3.23
S	2014	2	2106671	1	ADV NAT GAS ENG	KMI	3.84
S	2014	1	2106676	1	ADV PEROLEUM ECON	TBM	3.43
S	2014	2	2106678	1	INTG RES MGT	JCR,SPJ,SAG	4.00
S	2014	1	2106701	1	SPEC STUD RES I	PMN	3.00
S	2014	2	2106701	2	SPEC STUD RES I	SPJ	3.75
S	2014	2	2106702	1	SPEC STUD RES II		3.73
S	2014	1	2106751	1	SELECT TOP PET I	FSC	3.50
S	2014	2	2107212	1	CHEM ENV ENG I		2.99
S	2014	1	2107213	1	CHEM ENV ENG II	OCP	2.86
S	2014	1	2107219	1	URBAN ENVIRONMENTS	WPR	3.89
I	2014	2	2107219	1	URBAN ENVIRONMENTS	STAFF	3.90
S	2014	2	2107219	1	URBAN ENVIRONMENTS		3.90
S	2014	2	2107219	2	URBAN ENVIRONMENTS		3.92
S	2014	3	2107219	1	URBAN ENVIRONMENTS	STAFF	3.95
S	2014	1	2107220	1	ENV DAILY LIFE	PCK,PPM	4.00
S	2014	2	2107220	1	ENV DAILY LIFE		4.00
S	2014	1	2107311	1	BIO ENV ENG	WPR,PCK,OCP	3.10
S	2014	1	2107312	1	UNIT OP ENV ENG	SPK,VSC	3.21
S	2014	2	2107411	1	WAT SUPP ENG DES		2.23
S	2014	1	2107412	1	WASTE ENG DES	CRK,BSS	2.95
S	2014	1	2107441	1	AIR POL CONT	SPK	3.00
S	2014	1	2107444	1	BUILDING SAN	CPS	3.00
S	2014	2	2107445	1	AIR POLL CTRL/DSGN		3.63
S	2014	2	2107448	1	NOISE/VIB CTRL		2.45
S	2014	2	2107450	1	ENV SYS MANAGE		3.07
S	2014	2	2107452	1	PHYS CHEM TREAT		2.73
S	2014	2	2107453	1	PUB HLTH ENG		3.31
S	2014	2	2107462	1	HAZ WASTE TREAT		3.12
S	2014	2	2107481	1	INTRO ENV IM ASSMT		1.94
S	2014	1	2107482	1	ENV ENG PROJ I	STAFF	3.73
S	2014	2	2107483	1	ENV ENG PROJ II		3.34
S	2014	1	2107484	1	SOLID WASTE ENG	TST	1.67
S	2014	1	2107551	1	EMS ISO 14000	TST	3.63
S	2014	1	2107607	1	ENV ANL	SKH	4.00
S	2014	1	2107607	2	ENV ANL	SKH	4.00
S	2014	2	2107607	1	ENV ANL	STAFF	4.00
S	2014	2	2107607	2	ENV ANL	PPK,SKH,TLK	4.00
S	2014	1	2107626	1	STREAM SANITATION	CRK	4.00
S	2014	2	2107626	1	STREAM SANITATION		4.00
S	2014	2	2107630	1	TRE DISP IND WAST		3.97
S	2014	1	2107633	1	WAT QUAL AGRI PRAC	CRK	4.00
S	2014	2	2107633	1	WAT QUAL AGRI PRAC	CRK	4.00
S	2014	1	2107638	1	PLUMB DES	CPS	4.00
S	2014	2	2107638	1	PLUMB DES		3.58
S	2014	1	2107642	1	ENG PRA SOLID WAST	PRW	4.00
S	2014	1	2107646	1	CHEM WAT/WAST	KOP	4.00
S	2014	2	2107646	1	CHEM WAT/WAST		4.00
S	2014	1	2107657	1	ENERGY ENVI	VSC	3.80
S	2014	1	2107658	1	THEO DES ADV WATER	SKH,CRK	3.69
S	2014	2	2107658	1	THEO DES ADV WATER		3.19
S	2014	1	2107659	1	THEO DES ADV WAST	STJ,CRK	3.42
S	2014	2	2107659	1	THEO DES ADV WAST		3.57
S	2014	2	2107663	1	IND WASTE MGT		3.91
S	2014	2	2107664	1	ANA WW TREAT TECH		3.82
S	2014	2	2107668	1	CLEAN SITE BIO		4.00
S	2014	1	2107670	1	AIR QUA MGT ENG	SPK,ASW	3.67
S	2014	1	2107670	1	AIR QUA MGT ENG	ASW,SPK	3.67
S	2014	2	2107670	1	AIR QUA MGT ENG		3.44
S	2014	1	2107671	1	SOLID HAZ WAST MAN	PCK,MRK,PRW	3.55
S	2014	2	2107671	1	SOLID HAZ WAST MAN	PCK,MRK,PRW	3.75
S	2014	2	2107671	1	SOLID HAZ WAST MAN		3.75
S	2014	1	2107672	1	ADS W/WW TREAT	PPK	4.00
S	2014	1	2107673	1	PRIN ENV ENG MGT	CPN	4.00
S	2014	2	2107674	1	TREAT WW OIL PART		4.00
S	2014	1	2107702	1	SEMINAR ENV ENG II	WPR,SPK,VSC	3.97
S	2014	2	2107702	1	SEMINAR ENV ENG II		4.00
S	2014	1	2108201	1	GEOS INFO SCI	SCN	3.10
S	2014	2	2108202	1	SURV ENG		2.39
S	2014	1	2108233	1	MATH TOOL GEOM	ITS	2.91
S	2014	2	2108234	1	NUMER ANA GEOMAT		2.91
S	2014	1	2108298	1	SURVEYING	VYV	2.18
S	2014	1	2108298	1	SURVEYING	VYV,STAFF	2.18
S	2014	1	2108298	2	SURVEYING	VYV,STAFF	1.83
